age,annual_income,credit_score,debt_to_income_ratio,credit_utilization_rate,payment_history_score,loan_amount,employment_length_years,revolving_balance,num_credit_lines,home_ownership,loan_intent,default_risk
59,18000.0,800,0.039,0.305,90.0,22900.0,0,916.0,8,MORTGAGE,MEDICAL,0
37,37400.0,589,0.37,0.272,93.7,15000.0,6,2184.0,3,RENT,DEBTCONSOLIDATION,1
54,94800.0,694,0.172,0.117,63.9,19600.0,1,4429.0,5,RENT,MEDICAL,1
61,46700.0,662,0.167,0.685,86.4,8300.0,6,7316.0,5,OWN,DEBTCONSOLIDATION,0
49,78900.0,662,0.112,0.308,88.4,14300.0,3,1381.0,4,MORTGAGE,EDUCATION,0
29,24000.0,730,0.288,0.088,100.0,21200.0,5,259.0,10,MORTGAGE,DEBTCONSOLIDATION,0
33,96600.0,795,0.358,0.156,77.2,36200.0,1,2623.0,4,RENT,EDUCATION,0
26,42900.0,688,0.235,0.564,98.2,8500.0,0,5071.0,5,RENT,MEDICAL,0
26,60300.0,719,0.153,0.426,83.9,8400.0,0,7347.0,10,RENT,PERSONAL,1
40,56600.0,694,0.172,0.261,78.4,40500.0,8,3792.0,3,RENT,PERSONAL,1
23,27900.0,746,0.153,0.403,73.1,10500.0,6,2566.0,4,OWN,PERSONAL,0
37,30000.0,635,0.369,0.526,88.0,15600.0,1,5417.0,6,RENT,PERSONAL,1
32,107000.0,750,0.263,0.085,68.0,16100.0,9,1079.0,6,RENT,EDUCATION,0
67,76100.0,753,0.137,0.401,68.9,13300.0,8,2358.0,11,MORTGAGE,EDUCATION,0
65,112400.0,751,0.091,0.696,89.3,52000.0,0,26862.0,5,RENT,DEBTCONSOLIDATION,1
21,72800.0,620,0.069,0.356,100.0,11400.0,6,5488.0,7,MORTGAGE,PERSONAL,0
37,65200.0,657,0.064,0.742,65.0,23200.0,1,11789.0,3,MORTGAGE,MEDICAL,1
23,21300.0,687,0.044,0.442,73.2,10000.0,3,3230.0,6,MORTGAGE,EDUCATION,0
46,50900.0,567,0.151,0.439,85.5,49300.0,2,8514.0,5,OWN,PERSONAL,0
35,58900.0,789,0.23,0.362,75.4,7500.0,4,5185.0,5,RENT,PERSONAL,1
56,193300.0,669,0.294,0.586,59.4,20600.0,2,37866.0,3,MORTGAGE,DEBTCONSOLIDATION,0
52,90400.0,691,0.4,0.554,71.7,2600.0,0,12053.0,8,MORTGAGE,EDUCATION,0
52,150500.0,626,0.079,0.629,87.9,10900.0,5,5837.0,6,MORTGAGE,VENTURE,0
24,85700.0,570,0.295,0.686,78.6,19700.0,16,22608.0,4,RENT,EDUCATION,1
38,39100.0,624,0.161,0.441,86.4,4800.0,5,5797.0,7,OWN,DEBTCONSOLIDATION,0
39,64200.0,686,0.203,0.707,65.6,10300.0,3,14239.0,4,OWN,VENTURE,0
63,69000.0,720,0.119,0.427,86.0,75000.0,0,6029.0,12,MORTGAGE,EDUCATION,0
55,34100.0,682,0.267,0.107,56.9,6300.0,4,1386.0,4,RENT,DEBTCONSOLIDATION,1
60,47500.0,696,0.075,0.176,91.4,16200.0,4,1851.0,4,RENT,PERSONAL,0
34,52900.0,644,0.282,0.567,98.4,4800.0,4,9067.0,8,MORTGAGE,PERSONAL,0
53,156900.0,707,0.1,0.316,65.3,6300.0,11,4225.0,7,MORTGAGE,MEDICAL,0
34,18000.0,781,0.136,0.157,75.1,18000.0,6,358.0,8,MORTGAGE,VENTURE,0
54,123400.0,722,0.077,0.571,64.2,11400.0,7,13985.0,4,RENT,MEDICAL,1
24,34100.0,730,0.104,0.494,83.1,7600.0,1,4270.0,6,MORTGAGE,VENTURE,0
44,26300.0,692,0.5,0.108,83.8,9600.0,1,943.0,11,MORTGAGE,EDUCATION,0
49,121500.0,557,0.155,0.746,65.9,29000.0,1,12173.0,2,RENT,DEBTCONSOLIDATION,1
39,92900.0,591,0.503,0.577,75.1,11400.0,7,17208.0,1,OWN,DEBTCONSOLIDATION,0
26,127100.0,704,0.131,0.284,94.9,20000.0,5,13049.0,5,RENT,EDUCATION,0
53,96800.0,669,0.046,0.584,88.7,3900.0,2,19020.0,10,RENT,EDUCATION,0
60,206100.0,702,0.167,0.327,84.3,9100.0,0,18051.0,5,RENT,MEDICAL,1
39,83700.0,795,0.176,0.364,95.2,9900.0,9,10161.0,9,RENT,PERSONAL,0
21,54500.0,724,0.353,0.412,100.0,8000.0,2,8019.0,5,MORTGAGE,PERSONAL,0
25,73600.0,764,0.396,0.338,83.7,12200.0,1,6077.0,5,RENT,VENTURE,1
47,126300.0,677,0.103,0.074,85.7,10800.0,0,3117.0,4,OWN,MEDICAL,0
36,37500.0,609,0.093,0.697,78.6,22300.0,12,5159.0,7,MORTGAGE,PERSONAL,1
26,40500.0,665,0.2,0.662,84.0,29000.0,0,6243.0,5,MORTGAGE,MEDICAL,1
60,49700.0,609,0.176,0.397,73.5,8600.0,2,1350.0,4,OWN,DEBTCONSOLIDATION,0
33,18000.0,786,0.075,0.709,61.8,31000.0,5,4584.0,9,MORTGAGE,MEDICAL,1
55,65000.0,729,0.224,0.447,91.6,8000.0,2,2880.0,5,RENT,DEBTCONSOLIDATION,0
39,19300.0,709,0.155,0.205,90.4,14500.0,3,580.0,4,RENT,DEBTCONSOLIDATION,0
32,61800.0,762,0.139,0.375,82.8,5300.0,8,3734.0,7,RENT,PERSONAL,0
36,100600.0,518,0.409,0.562,83.5,10900.0,35,5120.0,4,MORTGAGE,EDUCATION,0
63,45000.0,714,0.189,0.776,73.6,39000.0,3,13012.0,6,MORTGAGE,MEDICAL,1
30,163800.0,571,0.463,0.231,96.4,14800.0,2,14738.0,6,RENT,MEDICAL,0
45,24900.0,669,0.186,0.171,67.4,11200.0,2,1502.0,6,MORTGAGE,EDUCATION,0
40,122400.0,646,0.159,0.144,98.9,3300.0,2,3018.0,5,RENT,PERSONAL,0
51,89800.0,719,0.067,0.462,89.0,12800.0,3,2876.0,5,MORTGAGE,EDUCATION,0
24,21400.0,687,0.107,0.136,85.5,14300.0,2,332.0,13,MORTGAGE,MEDICAL,0
64,304500.0,770,0.138,0.275,86.2,9600.0,3,26816.0,8,RENT,EDUCATION,0
43,57600.0,624,0.345,0.162,94.2,10600.0,14,1401.0,5,MORTGAGE,EDUCATION,0
22,35400.0,723,0.065,0.521,75.3,12400.0,1,6684.0,4,RENT,DEBTCONSOLIDATION,1
42,25700.0,682,0.367,0.083,91.4,13700.0,5,730.0,7,MORTGAGE,EDUCATION,0
57,52500.0,547,0.057,0.154,77.2,11800.0,3,1075.0,2,MORTGAGE,DEBTCONSOLIDATION,0
28,55500.0,601,0.282,0.468,87.6,30300.0,6,7603.0,5,MORTGAGE,PERSONAL,0
27,63700.0,658,0.103,0.66,63.1,6500.0,3,8610.0,8,MORTGAGE,PERSONAL,0
34,50100.0,753,0.265,0.651,73.9,39400.0,0,4084.0,8,RENT,PERSONAL,1
23,87500.0,704,0.178,0.295,100.0,11100.0,10,6622.0,3,RENT,PERSONAL,0
36,47400.0,582,0.169,0.593,98.0,19400.0,5,9643.0,7,MORTGAGE,PERSONAL,0
39,18800.0,659,0.085,0.337,100.0,28200.0,3,2372.0,6,RENT,MEDICAL,1
38,54700.0,821,0.302,0.2,95.7,15300.0,8,772.0,6,OWN,EDUCATION,0
36,18000.0,678,0.103,0.661,74.4,13100.0,18,2339.0,4,RENT,DEBTCONSOLIDATION,1
28,74000.0,645,0.072,0.61,75.9,14800.0,2,11806.0,3,MORTGAGE,EDUCATION,0
53,33300.0,706,0.393,0.255,93.9,3400.0,2,1429.0,8,MORTGAGE,EDUCATION,0
32,66000.0,727,0.352,0.501,95.0,2100.0,7,5330.0,5,MORTGAGE,PERSONAL,0
31,131700.0,635,0.311,0.083,98.6,22700.0,3,3500.0,11,RENT,EDUCATION,0
25,33900.0,707,0.047,0.597,84.3,10600.0,0,6555.0,7,RENT,PERSONAL,1
47,113200.0,645,0.133,0.331,81.2,7400.0,2,11433.0,2,MORTGAGE,PERSONAL,0
32,46200.0,723,0.044,0.873,96.4,15600.0,8,14701.0,8,RENT,VENTURE,0
37,171400.0,682,0.171,0.565,63.7,12000.0,6,21610.0,7,RENT,EDUCATION,1
26,48100.0,706,0.227,0.61,80.0,5400.0,9,9557.0,7,RENT,PERSONAL,1
53,36200.0,613,0.311,0.602,78.9,25900.0,0,1175.0,5,MORTGAGE,EDUCATION,1
25,90400.0,608,0.157,0.489,79.0,29500.0,1,17488.0,9,MORTGAGE,DEBTCONSOLIDATION,0
48,46100.0,740,0.095,0.465,97.9,15500.0,1,7969.0,9,RENT,EDUCATION,0
34,36100.0,664,0.19,0.69,89.4,15000.0,17,8580.0,7,MORTGAGE,MEDICAL,0
25,44900.0,691,0.092,0.424,83.5,13300.0,0,4868.0,1,RENT,MEDICAL,1
53,58300.0,647,0.34,0.468,63.7,14500.0,4,6561.0,8,RENT,DEBTCONSOLIDATION,1
61,134000.0,737,0.217,0.732,68.4,17100.0,5,10058.0,6,MORTGAGE,EDUCATION,1
39,18800.0,624,0.206,0.259,91.7,9600.0,4,335.0,6,OWN,VENTURE,0
42,60700.0,659,0.38,0.547,85.1,23400.0,5,4634.0,3,RENT,MEDICAL,1
25,87100.0,728,0.226,0.57,96.7,15100.0,3,5106.0,10,MORTGAGE,MEDICAL,0
22,67200.0,757,0.067,0.737,73.5,23000.0,0,12198.0,5,MORTGAGE,DEBTCONSOLIDATION,1
50,131400.0,630,0.104,0.456,82.5,32300.0,6,9970.0,8,OWN,PERSONAL,0
67,57300.0,816,0.209,0.674,80.0,13700.0,1,7174.0,5,MORTGAGE,DEBTCONSOLIDATION,0
59,53600.0,693,0.108,0.242,92.6,16900.0,0,768.0,9,MORTGAGE,PERSONAL,0
24,85400.0,591,0.238,0.678,100.0,21000.0,0,14013.0,6,RENT,VENTURE,0
53,63600.0,697,0.31,0.554,75.2,14000.0,1,9854.0,5,RENT,PERSONAL,1
33,47400.0,641,0.13,0.207,57.6,10500.0,2,1639.0,6,MORTGAGE,MEDICAL,0
40,81600.0,702,0.08,0.265,87.8,15200.0,9,2075.0,3,MORTGAGE,PERSONAL,0
27,40500.0,666,0.057,0.553,87.0,33200.0,3,6636.0,9,RENT,VENTURE,0
35,41500.0,675,0.267,0.385,60.2,2500.0,3,1520.0,5,MORTGAGE,EDUCATION,0
43,43600.0,601,0.138,0.035,70.2,22500.0,1,513.0,4,RENT,VENTURE,0
34,134800.0,744,0.29,0.359,76.7,14900.0,16,11668.0,2,MORTGAGE,MEDICAL,0
43,18000.0,583,0.073,0.098,95.7,9300.0,11,235.0,7,RENT,PERSONAL,0
39,75900.0,586,0.219,0.297,69.6,24500.0,8,8218.0,7,MORTGAGE,MEDICAL,0
49,61100.0,697,0.227,0.576,78.8,5800.0,1,3506.0,7,RENT,PERSONAL,1
40,21800.0,790,0.041,0.409,58.4,10100.0,4,2322.0,4,MORTGAGE,DEBTCONSOLIDATION,0
49,72100.0,643,0.158,0.229,87.8,33500.0,2,4394.0,12,MORTGAGE,MEDICAL,0
44,79700.0,722,0.201,0.679,67.1,3500.0,2,3412.0,6,MORTGAGE,MEDICAL,0
38,85300.0,750,0.153,0.513,100.0,19000.0,0,11526.0,2,RENT,DEBTCONSOLIDATION,0
30,18000.0,731,0.258,0.489,71.8,36600.0,0,2579.0,3,RENT,EDUCATION,1
61,135900.0,646,0.295,0.725,93.4,28900.0,16,36312.0,8,RENT,PERSONAL,0
28,38500.0,588,0.099,0.283,88.4,17700.0,4,3248.0,10,MORTGAGE,MEDICAL,0
46,90400.0,504,0.273,0.494,71.6,6800.0,0,9805.0,7,RENT,DEBTCONSOLIDATION,1
49,93400.0,650,0.118,0.389,95.3,25000.0,8,12668.0,6,RENT,MEDICAL,0
30,35400.0,758,0.255,0.378,57.7,8600.0,0,2326.0,8,OWN,PERSONAL,0
37,89000.0,585,0.256,0.602,81.7,12000.0,6,18722.0,10,OWN,DEBTCONSOLIDATION,0
22,47500.0,722,0.328,0.286,90.5,12900.0,4,4692.0,5,OWN,EDUCATION,0
26,18000.0,598,0.074,0.444,79.1,5600.0,0,2088.0,10,MORTGAGE,DEBTCONSOLIDATION,0
25,120600.0,677,0.158,0.295,68.3,33000.0,3,6070.0,6,MORTGAGE,DEBTCONSOLIDATION,0
48,37600.0,723,0.108,0.395,100.0,12500.0,0,3816.0,7,RENT,VENTURE,0
61,35900.0,620,0.315,0.522,80.5,12700.0,0,6879.0,9,RENT,EDUCATION,1
25,47000.0,682,0.284,0.608,75.3,8700.0,0,7795.0,4,MORTGAGE,PERSONAL,0
38,70500.0,638,0.335,0.373,68.7,8100.0,1,9046.0,9,RENT,VENTURE,1
46,57900.0,722,0.124,0.052,83.1,20600.0,8,514.0,4,OWN,PERSONAL,0
40,83200.0,687,0.092,0.669,79.4,21000.0,2,8478.0,5,MORTGAGE,VENTURE,0
61,26800.0,674,0.21,0.445,78.5,75000.0,5,1664.0,12,RENT,EDUCATION,1
47,38400.0,786,0.277,0.402,100.0,10700.0,0,3426.0,4,RENT,PERSONAL,0
32,55800.0,719,0.062,0.235,100.0,9900.0,13,2638.0,4,RENT,MEDICAL,0
27,187000.0,618,0.102,0.477,85.0,29000.0,3,31128.0,12,RENT,MEDICAL,1
23,55900.0,663,0.185,0.49,90.2,24100.0,0,2449.0,6,OWN,MEDICAL,0
30,114800.0,664,0.229,0.622,64.1,10900.0,3,17417.0,7,RENT,PERSONAL,1
54,61300.0,676,0.169,0.232,83.1,17100.0,1,2719.0,5,RENT,DEBTCONSOLIDATION,0
45,44800.0,850,0.264,0.126,85.2,39800.0,1,2135.0,7,MORTGAGE,PERSONAL,0
55,51600.0,697,0.274,0.469,79.4,5800.0,4,7888.0,5,RENT,PERSONAL,1
36,54100.0,517,0.408,0.849,76.8,7900.0,1,9263.0,7,MORTGAGE,EDUCATION,1
22,86000.0,629,0.188,0.088,72.5,18000.0,1,2075.0,6,RENT,EDUCATION,1
44,136600.0,525,0.305,0.17,82.4,8300.0,3,7221.0,8,RENT,PERSONAL,0
30,74300.0,645,0.126,0.731,95.7,8600.0,1,4068.0,8,RENT,DEBTCONSOLIDATION,0
58,122100.0,520,0.25,0.712,97.7,31600.0,0,24846.0,4,RENT,DEBTCONSOLIDATION,1
42,33600.0,604,0.173,0.213,82.0,17800.0,2,707.0,8,RENT,VENTURE,0
46,46700.0,555,0.274,0.427,94.8,12900.0,0,2316.0,7,MORTGAGE,EDUCATION,0
63,38800.0,698,0.174,0.391,70.8,7800.0,11,3207.0,7,MORTGAGE,EDUCATION,0
59,72300.0,670,0.064,0.358,88.8,17300.0,3,10167.0,7,MORTGAGE,DEBTCONSOLIDATION,0
47,48300.0,692,0.168,0.419,80.6,30400.0,0,7756.0,5,RENT,PERSONAL,1
49,92800.0,662,0.316,0.335,73.8,5400.0,1,11372.0,3,MORTGAGE,PERSONAL,0
67,34200.0,565,0.106,0.722,100.0,5700.0,15,1531.0,4,MORTGAGE,EDUCATION,0
58,61400.0,708,0.168,0.605,76.3,21500.0,3,12945.0,2,RENT,DEBTCONSOLIDATION,1
40,90400.0,814,0.112,0.374,77.6,9000.0,2,10875.0,8,MORTGAGE,PERSONAL,0
47,18000.0,700,0.267,0.355,76.5,7600.0,1,1435.0,5,MORTGAGE,MEDICAL,0
61,213800.0,638,0.288,0.406,86.2,8300.0,2,14227.0,7,RENT,DEBTCONSOLIDATION,1
40,50500.0,562,0.11,0.323,98.2,22700.0,1,5129.0,9,MORTGAGE,PERSONAL,0
64,18000.0,601,0.165,0.452,68.2,22200.0,6,712.0,2,MORTGAGE,PERSONAL,1
39,65800.0,703,0.075,0.274,87.7,17600.0,3,5006.0,9,OWN,EDUCATION,0
40,61100.0,750,0.235,0.562,86.2,9900.0,6,9792.0,4,MORTGAGE,MEDICAL,0
55,57000.0,689,0.11,0.157,62.7,7500.0,1,2182.0,6,RENT,PERSONAL,0
67,108500.0,729,0.269,0.416,98.2,8800.0,0,16124.0,10,RENT,MEDICAL,1
22,93800.0,723,0.44,0.53,85.2,7200.0,16,8225.0,7,RENT,PERSONAL,1
50,71600.0,707,0.148,0.701,90.7,10100.0,3,10909.0,12,MORTGAGE,VENTURE,0
54,78400.0,620,0.021,0.414,57.1,13700.0,0,10241.0,7,MORTGAGE,EDUCATION,0
42,56200.0,683,0.09,0.27,99.6,22400.0,0,4565.0,5,RENT,PERSONAL,0
23,173700.0,606,0.097,0.104,100.0,13700.0,2,4459.0,5,MORTGAGE,VENTURE,0
26,24600.0,671,0.217,0.422,80.2,11900.0,5,1508.0,8,MORTGAGE,PERSONAL,0
35,65100.0,694,0.291,0.341,73.3,44000.0,2,3396.0,12,MORTGAGE,MEDICAL,1
47,62300.0,795,0.132,0.519,52.6,2000.0,8,10005.0,5,MORTGAGE,PERSONAL,1
30,97500.0,571,0.172,0.559,66.4,20900.0,1,2835.0,7,MORTGAGE,EDUCATION,0
29,36100.0,706,0.081,0.357,92.0,19300.0,0,3589.0,6,RENT,PERSONAL,0
53,21000.0,781,0.253,0.622,81.6,19400.0,0,1788.0,10,RENT,EDUCATION,1
52,65800.0,726,0.08,0.57,63.8,25600.0,9,10710.0,6,MORTGAGE,DEBTCONSOLIDATION,0
26,70900.0,732,0.234,0.411,100.0,5800.0,20,3364.0,6,MORTGAGE,EDUCATION,0
61,146400.0,714,0.055,0.279,74.0,26100.0,0,7424.0,11,MORTGAGE,PERSONAL,0
56,27900.0,767,0.217,0.234,64.2,17500.0,0,2049.0,7,OWN,DEBTCONSOLIDATION,1
22,119700.0,588,0.063,0.561,82.5,10100.0,12,21107.0,3,RENT,EDUCATION,0
49,247800.0,566,0.007,0.435,88.1,20800.0,0,13301.0,2,MORTGAGE,VENTURE,0
24,47700.0,669,0.089,0.628,65.9,15100.0,1,5443.0,8,MORTGAGE,DEBTCONSOLIDATION,1
21,27600.0,507,0.473,0.216,78.4,6900.0,8,1347.0,11,MORTGAGE,EDUCATION,0
39,46900.0,762,0.265,0.439,100.0,3200.0,31,5262.0,6,RENT,MEDICAL,0
46,60400.0,761,0.328,0.305,65.7,5300.0,3,5708.0,7,RENT,PERSONAL,1
45,84000.0,637,0.089,0.41,86.2,8100.0,1,2007.0,5,RENT,EDUCATION,0
30,42000.0,642,0.208,0.151,78.2,17600.0,9,573.0,5,RENT,DEBTCONSOLIDATION,0
35,152200.0,664,0.106,0.775,88.4,4900.0,2,12409.0,6,RENT,DEBTCONSOLIDATION,1
42,30700.0,673,0.125,0.151,69.4,17800.0,1,541.0,8,MORTGAGE,PERSONAL,0
41,21100.0,679,0.271,0.638,84.8,16600.0,3,816.0,7,OWN,PERSONAL,1
42,116300.0,711,0.259,0.359,70.6,56400.0,9,15539.0,6,MORTGAGE,MEDICAL,1
56,18000.0,657,0.289,0.8,58.0,17200.0,1,1537.0,4,RENT,PERSONAL,1
54,53000.0,740,0.154,0.295,65.1,3100.0,2,1185.0,5,MORTGAGE,DEBTCONSOLIDATION,0
50,350000.0,703,0.486,0.021,79.4,29800.0,2,1581.0,6,MORTGAGE,MEDICAL,0
45,59400.0,624,0.229,0.611,84.8,7100.0,8,13770.0,5,MORTGAGE,EDUCATION,0
65,30600.0,770,0.154,0.363,96.5,6800.0,5,4305.0,6,MORTGAGE,PERSONAL,0
48,57800.0,568,0.064,0.61,86.3,11700.0,7,10110.0,6,RENT,MEDICAL,1
21,58100.0,663,0.181,0.657,100.0,19600.0,5,4291.0,5,RENT,DEBTCONSOLIDATION,1
65,65900.0,742,0.099,0.413,79.6,11000.0,4,1397.0,6,MORTGAGE,MEDICAL,0
24,89100.0,615,0.066,0.573,88.6,13500.0,0,8539.0,5,RENT,PERSONAL,1
27,32100.0,693,0.336,0.503,70.2,7000.0,8,1516.0,3,RENT,MEDICAL,1
29,164800.0,710,0.143,0.888,85.8,5900.0,4,45993.0,5,OWN,EDUCATION,0
56,69400.0,605,0.252,0.351,77.5,15400.0,6,9480.0,1,RENT,MEDICAL,1
39,92600.0,664,0.189,0.185,76.2,4600.0,7,1359.0,5,MORTGAGE,PERSONAL,0
21,41100.0,658,0.139,0.374,82.9,8100.0,1,2904.0,7,MORTGAGE,PERSONAL,0
30,129600.0,628,0.135,0.641,65.0,10600.0,2,30394.0,5,OWN,VENTURE,1
56,51300.0,842,0.298,0.427,86.0,15700.0,3,6679.0,4,OWN,MEDICAL,0
29,70700.0,612,0.331,0.307,90.5,11100.0,2,7693.0,3,RENT,EDUCATION,0
65,34200.0,745,0.308,0.626,73.6,10700.0,1,7987.0,10,MORTGAGE,DEBTCONSOLIDATION,1
66,32900.0,640,0.152,0.494,84.2,5600.0,7,3160.0,5,MORTGAGE,PERSONAL,0
62,90500.0,588,0.424,0.373,97.0,10000.0,7,9883.0,4,RENT,DEBTCONSOLIDATION,1
52,45900.0,677,0.3,0.625,91.1,11200.0,8,8557.0,2,MORTGAGE,DEBTCONSOLIDATION,0
52,35900.0,718,0.076,0.289,80.4,17900.0,5,2809.0,6,RENT,MEDICAL,1
26,40700.0,739,0.397,0.148,86.8,7600.0,1,988.0,4,RENT,MEDICAL,1
58,91100.0,787,0.294,0.301,99.9,7100.0,1,9358.0,9,MORTGAGE,PERSONAL,0
37,41100.0,850,0.128,0.289,85.0,5700.0,3,3790.0,6,RENT,EDUCATION,0
30,55800.0,688,0.312,0.803,93.4,14900.0,9,9222.0,4,RENT,MEDICAL,1
47,60400.0,620,0.227,0.643,91.5,10500.0,2,7664.0,4,MORTGAGE,EDUCATION,0
55,19000.0,703,0.329,0.585,83.1,12200.0,7,598.0,4,RENT,DEBTCONSOLIDATION,1
41,24800.0,650,0.134,0.198,97.5,9600.0,1,1695.0,6,OWN,PERSONAL,0
45,73300.0,739,0.26,0.322,69.9,9900.0,2,3526.0,2,RENT,EDUCATION,0
48,38500.0,572,0.167,0.199,87.1,8700.0,6,1646.0,6,MORTGAGE,DEBTCONSOLIDATION,0
67,112900.0,847,0.061,0.285,75.4,19000.0,5,6241.0,6,RENT,PERSONAL,0
35,106900.0,734,0.14,0.091,92.7,13800.0,1,2795.0,6,RENT,MEDICAL,0
24,92200.0,543,0.164,0.429,81.8,37300.0,8,7378.0,9,RENT,VENTURE,0
49,178400.0,616,0.217,0.219,93.5,10800.0,7,4411.0,3,MORTGAGE,EDUCATION,0
29,57000.0,731,0.084,0.625,91.2,40300.0,7,12612.0,9,RENT,DEBTCONSOLIDATION,1
47,88400.0,758,0.065,0.131,77.0,10900.0,3,1323.0,6,MORTGAGE,PERSONAL,0
46,42200.0,574,0.033,0.214,88.4,19100.0,1,541.0,9,MORTGAGE,DEBTCONSOLIDATION,0
39,260800.0,723,0.469,0.793,87.5,8700.0,9,24546.0,5,RENT,MEDICAL,1
48,196800.0,523,0.117,0.426,79.5,18800.0,4,17547.0,5,OWN,EDUCATION,0
37,60300.0,663,0.276,0.467,92.4,2700.0,13,5579.0,2,RENT,PERSONAL,0
63,75500.0,753,0.19,0.404,80.7,5600.0,1,10026.0,2,RENT,MEDICAL,1
61,135300.0,628,0.202,0.389,72.6,6700.0,18,6222.0,9,MORTGAGE,MEDICAL,0
62,54800.0,556,0.132,0.163,85.4,56200.0,2,2871.0,5,RENT,EDUCATION,1
40,40400.0,680,0.186,0.486,87.5,27900.0,2,1644.0,4,MORTGAGE,DEBTCONSOLIDATION,0
65,101200.0,624,0.131,0.102,46.3,16000.0,1,2227.0,6,RENT,EDUCATION,1
60,62800.0,717,0.17,0.329,100.0,10000.0,16,7291.0,6,RENT,MEDICAL,0
59,66800.0,603,0.189,0.45,100.0,8900.0,0,5847.0,15,OWN,PERSONAL,0
43,36300.0,612,0.364,0.433,72.0,8700.0,3,6085.0,6,MORTGAGE,MEDICAL,1
67,21400.0,518,0.508,0.688,89.4,21400.0,2,3988.0,7,RENT,VENTURE,1
52,69000.0,682,0.072,0.459,69.2,14200.0,0,9971.0,3,RENT,VENTURE,1
67,103100.0,657,0.198,0.464,62.1,25100.0,6,10929.0,3,MORTGAGE,MEDICAL,1
53,52300.0,580,0.269,0.386,76.5,19800.0,11,4046.0,6,MORTGAGE,DEBTCONSOLIDATION,0
66,141800.0,684,0.287,0.425,65.4,17800.0,1,4799.0,7,RENT,DEBTCONSOLIDATION,1
25,39200.0,747,0.091,0.5,88.4,7700.0,3,1803.0,5,MORTGAGE,EDUCATION,0
63,31800.0,653,0.154,0.084,92.6,7700.0,4,668.0,6,RENT,EDUCATION,0
54,57500.0,690,0.197,0.405,100.0,14600.0,2,6166.0,4,MORTGAGE,MEDICAL,0
60,57000.0,690,0.14,0.095,82.6,17400.0,12,2137.0,13,MORTGAGE,DEBTCONSOLIDATION,0
31,95000.0,579,0.188,0.262,92.4,11700.0,3,8717.0,2,MORTGAGE,PERSONAL,0
23,37600.0,824,0.386,0.173,86.7,5600.0,20,2248.0,4,MORTGAGE,EDUCATION,0
53,136100.0,634,0.335,0.157,85.5,15600.0,1,3212.0,7,RENT,MEDICAL,1
31,194900.0,719,0.305,0.463,70.0,22700.0,0,17517.0,4,RENT,DEBTCONSOLIDATION,0
36,58500.0,727,0.256,0.092,79.1,6200.0,4,461.0,6,MORTGAGE,DEBTCONSOLIDATION,0
38,126700.0,659,0.151,0.272,77.6,10900.0,8,8738.0,5,OWN,EDUCATION,0
50,31800.0,715,0.148,0.698,89.1,6900.0,2,1650.0,7,RENT,VENTURE,0
30,114100.0,688,0.251,0.567,56.7,26100.0,1,13352.0,3,MORTGAGE,PERSONAL,1
38,112200.0,563,0.208,0.424,94.6,54000.0,6,11806.0,4,MORTGAGE,MEDICAL,0
58,100500.0,645,0.308,0.083,78.8,33500.0,1,1083.0,2,RENT,PERSONAL,0
39,59300.0,624,0.116,0.621,74.0,4400.0,7,11836.0,7,RENT,EDUCATION,0
56,18000.0,635,0.112,0.605,86.1,17000.0,1,3117.0,3,RENT,VENTURE,1
33,40700.0,572,0.169,0.605,81.7,19600.0,4,2506.0,6,MORTGAGE,EDUCATION,0
66,41100.0,754,0.369,0.523,83.9,45000.0,10,8475.0,3,RENT,VENTURE,1
23,33300.0,790,0.066,0.58,97.7,8900.0,1,4630.0,5,RENT,EDUCATION,1
30,64400.0,743,0.355,0.522,60.5,12200.0,8,1992.0,5,RENT,PERSONAL,1
58,46600.0,765,0.112,0.596,65.3,5900.0,1,4792.0,3,RENT,DEBTCONSOLIDATION,1
21,36500.0,644,0.233,0.237,75.4,5200.0,5,3398.0,6,MORTGAGE,EDUCATION,0
47,31700.0,622,0.31,0.347,98.8,14000.0,1,4024.0,3,MORTGAGE,VENTURE,0
66,39000.0,611,0.302,0.347,91.5,37300.0,0,1393.0,4,RENT,MEDICAL,1
28,117300.0,718,0.277,0.241,80.5,13600.0,5,9873.0,8,RENT,VENTURE,0
66,40300.0,687,0.329,0.655,89.3,13800.0,4,7033.0,7,OWN,MEDICAL,1
62,44000.0,664,0.1,0.633,92.1,5500.0,2,1604.0,7,RENT,MEDICAL,1
37,45500.0,767,0.087,0.404,88.2,14800.0,0,5792.0,8,MORTGAGE,DEBTCONSOLIDATION,0
29,73400.0,700,0.103,0.252,95.0,9100.0,3,3597.0,4,RENT,MEDICAL,0
26,78700.0,607,0.185,0.536,84.1,9700.0,0,7958.0,8,RENT,DEBTCONSOLIDATION,1
63,18000.0,618,0.279,0.225,87.9,44200.0,2,745.0,8,MORTGAGE,EDUCATION,1
45,110500.0,721,0.251,0.176,88.0,9800.0,4,5033.0,4,RENT,DEBTCONSOLIDATION,0
59,141800.0,748,0.327,0.188,77.1,10500.0,14,7997.0,5,MORTGAGE,PERSONAL,0
48,31900.0,711,0.163,0.775,80.4,15600.0,3,6840.0,6,RENT,EDUCATION,1
53,33400.0,812,0.31,0.109,88.1,2000.0,1,490.0,3,MORTGAGE,PERSONAL,0
57,45700.0,792,0.119,0.451,70.3,7700.0,14,6129.0,2,OWN,EDUCATION,0
